trade_id,ticker,count,created_time,yes_price,no_price,taker_side
8b02ed3d-8dcb-4f14-96a5-a8276a8f4a9a,USDJPY-23JUN0910-T139.499,100,2023-06-09T13:56:02.301208Z,90,10,no
b7d97192-ea09-47b4-b242-f4c305ad4a56,USDJPY-23JUN0910-T139.499,12,2023-06-09T13:45:16.711334Z,38,62,yes
0f3b45c7-cb6d-4bc0-905b-ade741a2957a,USDJPY-23JUN0910-T139.499,12,2023-06-09T13:45:16.711334Z,39,61,yes
adc39239-f5c6-44c2-a857-180b542e5b09,USDJPY-23JUN0910-T139.499,4,2023-06-09T13:42:29.631412Z,34,66,yes
a1b025bc-ccef-48f6-a1cb-1791e9dc3ba9,USDJPY-23JUN0910-T139.499,100,2023-06-09T13:41:14.792024Z,9,91,yes
c848bf1f-a6aa-43bb-991b-e56ea4630e54,USDJPY-23JUN0910-T139.499,100,2023-06-09T13:40:24.541413Z,6,94,yes
b6b81e9a-9711-4614-8d84-5afc3dc0098b,USDJPY-23JUN0910-T139.499,125,2023-06-09T13:33:31.530071Z,4,96,no
ab29dcbf-e623-4e6b-a243-1de35cc8033f,USDJPY-23JUN0910-T139.499,14,2023-06-09T12:55:08.042962Z,8,92,yes
af99d981-4a3b-45eb-b2e4-7c7d5de3b2d9,USDJPY-23JUN0910-T139.499,32,2023-06-09T12:55:08.030764Z,8,92,yes
87e0d1c9-47f5-4ec3-a76b-8214298fafc6,USDJPY-23JUN0910-T139.499,54,2023-06-09T12:54:43.790468Z,8,92,yes
9939bf72-5b1e-43ad-b819-e1cb923df68e,USDJPY-23JUN0910-T139.499,51,2023-06-09T12:53:53.58138Z,6,94,yes
ab725cb4-38e0-4e26-9388-fdcf948ce34d,USDJPY-23JUN0910-T139.499,49,2023-06-09T12:53:44.979337Z,6,94,yes
5dccee70-4c25-47e2-8dcf-c181ddf256f7,USDJPY-23JUN0910-T139.499,37,2023-06-09T12:30:08.806269Z,11,89,no
426cb471-d857-4816-a05c-29a53e22d80d,USDJPY-23JUN0910-T139.499,53,2023-06-09T12:12:19.946267Z,24,76,yes
ccfb813b-0d22-420f-a745-02591bd20995,USDJPY-23JUN0910-T139.499,25,2023-06-09T00:28:07.153995Z,9,91,yes
f5f14f2f-abc9-4bd8-83ba-e48563043819,USDJPY-23JUN0910-T139.499,25,2023-06-09T00:13:47.788496Z,8,92,yes
44cc06f8-2101-4622-b42c-7049bf7e8e11,USDJPY-23JUN0910-T139.499,25,2023-06-09T00:12:58.035909Z,7,93,yes
e06ce95e-4744-46b3-b2ef-12de2db881b5,USDJPY-23JUN0910-T139.499,25,2023-06-09T00:04:04.066413Z,6,94,yes
08c61e1e-1db3-4438-b519-132f8dfec0f0,USDJPY-23JUN0910-T139.499,25,2023-06-08T22:42:18.439712Z,5,95,yes
e7245532-1f6c-43f7-abe4-a64efbd54d47,USDJPY-23JUN0910-T139.499,100,2023-06-08T22:42:16.601569Z,5,95,yes
bb241018-7e6c-4567-9c48-9d69617ed068,USDJPY-23JUN0910-T139.499,75,2023-06-08T22:41:58.976414Z,4,96,yes
ed5cc134-8501-48ee-a81e-86013ec33934,USDJPY-23JUN0910-T139.499,25,2023-06-08T22:41:58.214989Z,4,96,no
1725bcc7-5cbd-41a9-ad8f-894282342713,USDJPY-23JUN0910-T139.499,50,2023-06-08T22:38:02.690637Z,6,94,yes
491ae176-7aae-4a7e-8aed-a049e3c76798,USDJPY-23JUN0910-T139.499,10,2023-06-08T22:31:49.466918Z,6,94,yes
e055ddf7-c7e2-454a-9354-a57d3445a807,USDJPY-23JUN0910-B139.375,20,2023-06-09T13:54:55.514784Z,2,98,yes
7eb51ede-ff70-4fd6-923b-3f78cf2822ed,USDJPY-23JUN0910-B139.375,20,2023-06-09T13:54:08.995858Z,1,99,yes
b0d09547-ce05-4342-b4e7-01660ced4a0d,USDJPY-23JUN0910-B139.375,12,2023-06-09T13:45:15.810472Z,61,39,no
0a9f2829-86f5-4ad5-8931-970f07b7844d,USDJPY-23JUN0910-B139.375,12,2023-06-09T13:45:15.810472Z,62,38,no
4ed52b17-db89-409e-aa6f-600c4fefe105,USDJPY-23JUN0910-B139.375,125,2023-06-09T13:44:46.188048Z,53,47,yes
8fd5fd80-937d-42f2-823b-77efc0dfd16c,USDJPY-23JUN0910-B139.375,50,2023-06-09T13:43:10.550818Z,52,48,no
b5620fd8-0b09-4ec3-99bd-82eede7f49c4,USDJPY-23JUN0910-B139.375,10,2023-06-09T13:36:11.178135Z,53,47,yes
1404a92f-9435-49ee-ab52-54d30e86d25e,USDJPY-23JUN0910-B139.375,20,2023-06-09T13:36:03.786751Z,53,47,yes
d3d7c1b3-2b42-4a89-8d52-516430da62be,USDJPY-23JUN0910-B139.375,20,2023-06-09T13:36:03.776175Z,53,47,yes
da0835be-8004-4518-a641-a03aeb04f5e5,USDJPY-23JUN0910-B139.375,20,2023-06-09T13:34:42.548221Z,52,48,no
1f22ec7f-6ba6-4e7d-89ad-fd9419d1a6f0,USDJPY-23JUN0910-B139.375,50,2023-06-09T13:26:08.387903Z,56,44,yes
5f69d180-99ad-4f21-984c-bcc4f81ec560,USDJPY-23JUN0910-B139.375,50,2023-06-09T13:23:11.572236Z,51,49,no
5aa58366-6f18-41f5-8fdd-733753ffadfc,USDJPY-23JUN0910-B139.375,20,2023-06-09T13:20:59.325531Z,60,40,yes
3f2b5126-6a44-42ea-a14e-6d1f6c39bb67,USDJPY-23JUN0910-B139.375,2,2023-06-09T13:18:21.335182Z,53,47,yes
f4f540ba-671b-4a68-a96e-9183a0b3208c,USDJPY-23JUN0910-B139.375,17,2023-06-09T13:18:19.1198Z,53,47,yes
cd648dee-d84c-4ddf-8a2b-9b839befcb2e,USDJPY-23JUN0910-B139.375,100,2023-06-09T13:18:01.621978Z,52,48,yes
3b522dea-f097-4273-9a9c-7064f75723cf,USDJPY-23JUN0910-B139.375,5,2023-06-09T12:30:05.875347Z,51,49,no
292eea12-feb0-482c-8982-b04a68f2c9db,USDJPY-23JUN0910-B139.375,15,2023-06-09T12:30:05.875347Z,51,49,no
1f2096f2-2af1-4aa8-85fd-d0efb03e10ae,USDJPY-23JUN0910-B139.375,15,2023-06-09T12:26:00.861777Z,53,47,yes
7063c9d5-756b-49d5-8459-19f7e2f7afe5,USDJPY-23JUN0910-B139.375,16,2023-06-09T12:23:50.837989Z,53,47,yes
97416b9f-b851-45d3-bf4c-5aadd1f9f23b,USDJPY-23JUN0910-B139.375,15,2023-06-09T12:18:44.160943Z,52,48,yes
0bd0e8db-c21a-4edc-b54f-10066d432845,USDJPY-23JUN0910-B139.375,10,2023-06-09T12:18:26.610316Z,51,49,yes
88cbb497-39fa-46a2-9c84-650e7f8350a3,USDJPY-23JUN0910-B139.125,20,2023-06-09T13:35:15.773156Z,44,56,no
1c4d0c73-5b14-4d88-b3bd-e34871c6718e,USDJPY-23JUN0910-B139.125,8,2023-06-09T13:26:15.175028Z,28,72,no
2f0f8071-a243-475a-8832-76fcdf8f2d0f,USDJPY-23JUN0910-B139.125,25,2023-06-09T13:23:39.685956Z,46,54,yes
699cadbd-f864-4a57-8fb8-1b9a06ee7ca8,USDJPY-23JUN0910-B139.125,10,2023-06-09T13:17:19.179752Z,41,59,no
81c76262-76f7-4cd9-837a-46e1c2960d6d,USDJPY-23JUN0910-B139.125,16,2023-06-09T12:56:03.322656Z,33,67,no
6c801d43-0b7e-4ff8-8d73-819430944874,USDJPY-23JUN0910-B139.125,37,2023-06-09T12:30:05.884792Z,33,67,yes
91a2a53a-58cc-47ae-bd54-eb086e9546ec,USDJPY-23JUN0910-B139.125,56,2023-06-09T12:23:57.031609Z,27,73,yes
b8c0bb7d-1483-4459-90b8-ff78800d525f,USDJPY-23JUN0910-B139.125,25,2023-06-09T12:10:51.598256Z,20,80,yes
627ffd85-95d3-45d6-a5ea-0635acc4c019,USDJPY-23JUN0910-B139.125,30,2023-06-09T12:10:24.435568Z,19,81,yes
f53fa1ba-9ffb-4d1d-8423-8542ff276ab6,USDJPY-23JUN0910-B139.125,20,2023-06-09T12:09:03.264102Z,18,82,yes
5b197f21-ac31-464c-bd64-327fc4c4298d,USDJPY-23JUN0910-B139.125,62,2023-06-09T12:06:23.49936Z,16,84,yes
851f4803-63ca-4afd-ba28-f6bcccc713fd,USDJPY-23JUN0910-B139.125,38,2023-06-09T12:05:48.09699Z,17,83,no
2349e1b9-598e-4381-9115-80254285f43a,USDJPY-23JUN0910-B139.125,24,2023-06-09T12:05:33.584835Z,14,86,yes
f04bd89f-d667-4e3f-a945-9b8721a6c0ff,USDJPY-23JUN0910-B139.125,76,2023-06-09T12:05:24.080498Z,14,86,yes
c861e3c1-0578-4039-a4d8-e61ddd022063,USDJPY-23JUN0910-B139.125,4,2023-06-09T01:02:57.531897Z,30,70,yes
b58b5acb-269f-4465-86ba-1805b572aee3,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:36:59.56725Z,20,80,no
7d24b4e7-c591-4ebc-9283-7e952b5b48c1,USDJPY-23JUN0910-B138.875,86,2023-06-09T12:35:49.299699Z,23,77,no
0e416390-43d8-4a32-874a-61a6c4ea1fe0,USDJPY-23JUN0910-B138.875,14,2023-06-09T12:35:41.043859Z,22,78,yes
44027b56-4e46-4315-bc2d-0020f5ea3d9f,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:35:26.56793Z,28,72,no
2bfbc9b9-0403-4e61-adfd-6922c45eb2f2,USDJPY-23JUN0910-B138.875,200,2023-06-09T12:35:25.378015Z,28,72,no
9fad7aac-a2e2-4ebc-8475-6d135fcded94,USDJPY-23JUN0910-B138.875,200,2023-06-09T12:35:22.720042Z,28,72,no
ae693d53-9b2c-4abd-b174-d2747017e37c,USDJPY-23JUN0910-B138.875,67,2023-06-09T12:34:58.755139Z,30,70,no
20e51bda-2cb1-4a91-abff-051478fabe0f,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:34:57.065604Z,30,70,no
1830ac62-c517-4bb1-9345-31bfd3f6a847,USDJPY-23JUN0910-B138.875,333,2023-06-09T12:34:53.736509Z,30,70,no
e0506f31-5219-44d2-8949-5277053f70f8,USDJPY-23JUN0910-B138.875,14,2023-06-09T12:33:37.619393Z,26,74,no
e33c52b6-2b14-48fb-9a63-56483295a1a9,USDJPY-23JUN0910-B138.875,21,2023-06-09T12:33:16.175817Z,30,70,no
51790cc3-5ab1-402f-b38d-0e251526668b,USDJPY-23JUN0910-B138.875,72,2023-06-09T12:33:16.175817Z,28,72,no
f39e9503-5db5-4bb7-b880-1af5e3cd9c7f,USDJPY-23JUN0910-B138.875,95,2023-06-09T12:30:13.869458Z,1,99,yes
917b7b87-60d4-46cf-bc24-6fe863660d74,USDJPY-23JUN0910-B138.875,200,2023-06-09T12:30:11.27665Z,1,99,yes
e504b301-2ff5-4912-bf9c-1e28e7784fcb,USDJPY-23JUN0910-B138.875,300,2023-06-09T12:30:08.699607Z,1,99,yes
5e59a290-110e-4b38-8b40-5f4db6f02ae2,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:30:05.824944Z,1,99,yes
420a7e19-082e-4179-93c0-e07a569d3557,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:30:04.08948Z,1,99,yes
31f8bd1d-28e4-4495-adb0-df9750397e7b,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:55.897669Z,1,99,yes
11ece0c9-1c89-4e1a-84c7-49d4f46bd569,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:54.602075Z,1,99,yes
2b4f045d-2a32-46dd-bd9c-26bb70caded1,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:52.975556Z,1,99,yes
d5b5031a-8a78-4fed-8222-537233ebe39b,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:51.853003Z,1,99,yes
19184661-9222-4730-861e-8de671538c3e,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:50.250185Z,1,99,yes
ea074c43-f472-4ca4-9e67-e51994fd6b92,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:47.791267Z,1,99,yes
c4ff0f18-4343-4542-bd02-e9c34bad9e5f,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:45.818075Z,1,99,yes
0b3913c4-4a69-4ad8-a1ce-6e84291840d5,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:44.365375Z,1,99,yes
c7435a87-9f21-4ef7-a1b4-dbaca4c80b87,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:42.922763Z,1,99,yes
499e1d33-b6cf-405f-8328-48407d47d97c,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:34.63387Z,1,99,yes
77d5f626-38a2-4234-aff2-c3f6a3a64ded,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:33.447958Z,1,99,yes
5368b458-25e4-4f21-829b-561817c54b54,USDJPY-23JUN0910-B138.875,100,2023-06-09T12:29:28.203937Z,1,99,yes
ff04dd57-004c-4166-b410-a14719ca86ee,USDJPY-23JUN0910-B138.875,75,2023-06-09T12:29:26.992735Z,1,99,yes
7c0ce802-bd8f-45c8-80f7-c5e22bd1b2ea,USDJPY-23JUN0910-B138.875,25,2023-06-09T12:29:26.992735Z,1,99,yes
f802d353-a439-42c9-b5c1-731721d1e784,USDJPY-23JUN0910-B138.875,25,2023-06-09T12:28:05.746784Z,1,99,no
c3ba1b1a-706e-4299-a371-79a91fe53a08,USDJPY-23JUN0910-B138.875,15,2023-06-09T00:41:14.607882Z,30,70,yes
a5e00dea-8316-4582-99ae-1fa44d69b740,USDJPY-23JUN0910-B138.875,10,2023-06-08T22:42:31.265515Z,27,73,no
82174678-b6a9-48df-af00-940951fde6d1,USDJPY-23JUN0910-B138.875,10,2023-06-08T22:42:13.940692Z,27,73,no
2fdb43e8-2506-4916-a6b8-ef5cfcf374d3,USDJPY-23JUN0910-B138.625,429,2023-06-09T12:33:51.701244Z,2,98,yes
4479d053-068b-4638-bd67-2f09d65dce68,USDJPY-23JUN0910-B138.625,71,2023-06-09T12:33:47.259889Z,2,98,yes
6eb8b107-d0f0-4d7c-b322-d39aced8a9cd,USDJPY-23JUN0910-T138.250,25,2023-06-08T23:53:15.243589Z,6,94,yes
932426e7-5fbd-44a8-824e-a405df109efe,USDJPY-23JUN0910-T138.250,25,2023-06-08T23:23:02.560475Z,5,95,yes
607d05ea-13ec-4f42-bb62-847e8ba3eb37,USDJPY-23JUN0910-T138.250,25,2023-06-08T23:03:40.812104Z,4,96,yes
0803dfd0-c859-4c9b-a423-3a2e0f48f635,USDJPY-23JUN0910-T138.250,25,2023-06-08T23:02:52.363876Z,4,96,yes
ec8808e7-3068-442f-8a58-9a691c830b5a,USDJPY-23JUN0910-T138.250,25,2023-06-08T22:43:37.105672Z,3,97,yes
e928852b-8083-4dc2-b495-ae5e8dbbbe7b,USDJPY-23JUN0910-T138.250,100,2023-06-08T22:43:35.47377Z,3,97,yes
0cfdf045-cb05-4a03-b5b8-b736b835fcde,USDJPY-23JUN0910-T138.250,75,2023-06-08T22:43:20.496016Z,2,98,yes
9406e8f3-56bc-419a-a322-261c4efe1a86,USDJPY-23JUN0910-T138.250,25,2023-06-08T22:43:17.525646Z,2,98,no
b5505da4-d06f-425d-8034-5fdbebee7f00,EURUSD-23JUN0910-B1.081,2,2023-06-09T01:40:44.928373Z,15,85,no
1d9a2721-0ef2-495e-9276-4aff60afa772,EURUSD-23JUN0910-B1.079,2,2023-06-09T13:25:43.444326Z,5,95,no
e6bc2d25-c2b2-4b1a-b89e-32cbd485f78f,EURUSD-23JUN0910-B1.079,15,2023-06-09T13:22:18.319543Z,3,97,no
4b7b00d1-ef0e-449b-9b54-8a5c368a07d5,EURUSD-23JUN0910-B1.079,12,2023-06-09T12:45:48.725399Z,23,77,no
3b1bf470-2673-4bf4-b56b-58d5bdd4de96,EURUSD-23JUN0910-B1.079,2,2023-06-09T00:47:45.026804Z,37,63,no
d91ebd33-9af5-4eb7-a911-c44287ea2bab,EURUSD-23JUN0910-B1.079,15,2023-06-09T00:43:53.346079Z,37,63,yes
ba9d1007-2cfc-4299-a9ef-a9f6a8db3bd3,EURUSD-23JUN0910-B1.077,35,2023-06-09T13:48:15.256891Z,99,1,yes
9c0d04ff-2df9-4cfe-b2f9-80c28ffc78d9,EURUSD-23JUN0910-B1.077,6,2023-06-09T13:47:53.617763Z,96,4,yes
35815bb5-5c6a-4d81-ab68-c7ff6e000f86,EURUSD-23JUN0910-B1.077,10,2023-06-09T13:47:31.14415Z,98,2,yes
6f04b609-742a-4b92-9ae1-cd1cb5a6c242,EURUSD-23JUN0910-B1.077,11,2023-06-09T13:46:56.422337Z,98,2,yes
06da510d-f26c-48a6-ad2a-66c9a6b34c8d,EURUSD-23JUN0910-B1.077,1,2023-06-09T13:45:17.815975Z,92,8,yes
422ad23c-c2e7-46c5-8b4f-3c5c54cd7749,EURUSD-23JUN0910-B1.077,11,2023-06-09T13:44:57.690522Z,95,5,yes
b6b856c0-2be4-469c-81c7-66bd6abf4012,EURUSD-23JUN0910-B1.077,13,2023-06-09T13:44:06.106861Z,93,7,yes
811dad07-6b0e-4c28-97cc-e4009a984cb8,EURUSD-23JUN0910-B1.077,14,2023-06-09T13:43:16.303274Z,91,9,yes
198bd407-228f-452f-95c5-7b236245aa73,EURUSD-23JUN0910-B1.077,9,2023-06-09T13:36:46.173734Z,85,15,yes
dc165ebe-2b2c-4840-8ca7-ce54e516ccf9,EURUSD-23JUN0910-B1.077,8,2023-06-09T13:27:27.989266Z,75,25,yes
b99f76fd-12b7-4f67-8013-9179e8a7b292,EURUSD-23JUN0910-B1.077,11,2023-06-09T13:26:39.524799Z,72,28,yes
854c7e5f-bb1d-4bca-b67a-22f02036643c,EURUSD-23JUN0910-B1.077,5,2023-06-09T13:25:27.856303Z,72,28,yes
19e6bf83-bcfb-4d2d-ae3b-731d0ef64f1f,EURUSD-23JUN0910-B1.077,2,2023-06-09T13:25:13.352287Z,73,27,no
8b087c78-48d8-42fc-8a5c-94f75150eb5f,EURUSD-23JUN0910-B1.077,2,2023-06-09T13:24:43.086765Z,72,28,yes
987c2e84-69ca-4e26-8e52-494cba4b3323,EURUSD-23JUN0910-B1.077,5,2023-06-09T13:22:43.012995Z,72,28,yes
4076794f-41ce-4a6a-b961-5ebee534df8f,EURUSD-23JUN0910-B1.077,15,2023-06-09T13:22:43.012995Z,68,32,yes
